-0.5617992819810608	-0.1780833429556736	-0.8078786355185391
-0.5620910082607862	-0.17953704058609485	-0.8073537944977777
-0.5621941651874776	-0.17935760666652692	-0.807321850044956
-0.5627971418161957	-0.18003719690203634	-0.8067502617881065
-0.5657564347993892	-0.17900035273725834	-0.8049090198295838
-0.5658722802677717	-0.1791513279979422	-0.8047939886089646
-0.5659824750282353	-0.1791089202428762	-0.8047259363599162
-0.5662563985662191	-0.17867396616744657	-0.8046299179727343
-0.5660951755363562	-0.17832674521253025	-0.8048203676450835
-0.5662633173533124	-0.17815106422289198	-0.8047409854955027
-0.5663465457504443	-0.17836340243490373	-0.8046353750540579
-0.5661879540792334	-0.17850787736938586	-0.8047149423073043
-0.5669661774328834	-0.17854565905470382	-0.8041584428953449
-0.5673297018105439	-0.17954623385444018	-0.8036791395527484
-0.567841394715461	-0.17920283464480224	-0.8033943580228006
-0.567958346261445	-0.17961155408694168	-0.8032203972450139
-0.5683599735465155	-0.179268403623742	-0.8030129388324944
-0.5687170589611114	-0.17955553983175648	-0.8026959044135895
-0.568879354073812	-0.17984278360459532	-0.8025165753390475
-0.5694243008837393	-0.17942702475298883	-0.802223103850391
-0.5691552370206728	-0.17939105647307568	-0.8024220616542241
-0.5689981661222918	-0.17960820896054952	-0.8024848772552992
-0.5687723696708952	-0.18010744910640095	-0.802533051204335
-0.5694268779803844	-0.17951455141989262	-0.8022016931308654
-0.5692912377726224	-0.1794202263218195	-0.802319056848298
-0.569962411684839	-0.18001390130487774	-0.8017093267534061
-0.5693405987882537	-0.1792390635872294	-0.8023245232795804
-0.5692721689843436	-0.17894172224713834	-0.8024394417394306
-0.5692937448243812	-0.17916929896016487	-0.8023733510118313
-0.5692910623299724	-0.17848184426313596	-0.8025284528411695
