0.398243	0.275284	1.3381
0.394225	0.272506	1.3246
0.393838	0.272239	1.3233
0.393064	0.271704	1.3207
0.393451	0.271971	1.322
0.399463	0.273928	1.3422
0.398629	0.273356	1.3394
0.400683	0.274765	1.3463
0.39985	0.274193	1.3435
0.399046	0.273642	1.3408
0.400266	0.274479	1.3449
0.399046	0.273642	1.3408
0.402889	0.274765	1.3463
0.399463	0.273928	1.3422
0.39985	0.274193	1.3435
0.39985	0.274193	1.3435
0.398629	0.273356	1.3394
0.399463	0.276127	1.3422
0.397826	0.272805	1.3367
0.399463	0.273928	1.3422
0.397022	0.272254	1.334
0.393064	0.26954	1.3207
0.397022	0.272254	1.334
0.399463	0.273928	1.3422
0.401487	0.275316	1.349
0.398243	0.273091	1.3381
0.39985	0.276394	1.3435
0.400266	0.276682	1.3449
0.398629	0.275551	1.3394
0.40247	0.274479	1.3449
