1.4164813337492577	-2.298802230013972
1.4177747878850315	-2.3009374835882417
1.4167736864428349	-2.301555817439361
1.416460604523588	-2.3021267613741894
1.4163088005704993	-2.301055528196836
1.4159846827991116	-2.296235817876294
1.415201132184435	-2.291861488814836
1.414169588994192	-2.2906115123219073
1.4128689841876927	-2.291366529005065
1.4126142428523385	-2.2905234868183557
1.4112845373895562	-2.290771442285633
1.4125498463636146	-2.2931672415448756
1.413328125866475	-2.2952810731515454
1.4144072396596514	-2.2962224677446343
1.414819675029854	-2.2956039116828055
1.4142543476297254	-2.2948073165478644
1.4141414593010362	-2.2951980241791716
1.4153650387540084	-2.295638757274378
1.4144576806957478	-2.2954008228041465
1.4144061604973637	-2.2948699814256766
1.4140010880020564	-2.294744206534927
1.413432719370219	-2.294665540560797
1.4136712690308635	-2.2952395215047257
1.413447635006684	-2.294591666470517
1.4135916778220206	-2.2943411508663374
1.413698633920195	-2.294178181218143
1.4141297783594626	-2.2946182375173243
1.4144260718742019	-2.2945042227397363
1.4145245263359147	-2.2941246615151702
1.414937558073686	-2.294386708147616
