0.110195	0.384888	2.6229
0.109111	0.381102	2.5971
0.104242	0.378871	2.5819
0.105481	0.387657	2.6126
0.106111	0.385666	2.6282
0.104444	0.379605	2.5869
0.107609	0.39111	2.6653
0.107827	0.391902	2.6707
0.111754	0.390332	2.66
0.108682	0.375367	2.5869
0.108682	0.371128	2.5869
0.111754	0.377257	2.66
0.105897	0.371995	2.6229
0.108267	0.38032	2.6816
0.106321	0.377799	2.6334
0.108267	0.384714	2.6816
0.105687	0.379836	2.6177
0.109325	0.377587	2.6022
0.11335	0.391487	2.698
0.106111	0.381359	2.6282
0.103873	0.384714	2.6816
0.108707	0.386278	2.6925
0.106535	0.369912	2.6387
0.109604	0.380567	2.7147
0.106535	0.369912	2.6387
0.106535	0.369912	2.6387
0.09828	0.355683	2.5372
0.107609	0.378008	2.6653
0.109378	0.38422	2.7091
0.106321	0.373484	2.6334
